English,Tigrigna,POS_CATEGORIES,POS,MorphFeatures
lead,ኣምረሐ,(v) verb,verb,none
put down,ኣምበርከኸ,(v) verb,verb,none
appreciate,ኣሞገሰ,(v) verb,verb,none
"brutal, fierce, harsh",ኣረመና,(a) adjective,adjective,none
"pagan, heathen",ኣረማዊ,(a) adjective,adjective,none
paganism,ኣረማውነት,(n) noun,noun,none
deliver,ኣረከበ,(v) verb,verb,none
"gather, pick",ኣረየ,(v) verb,verb,none
"expect, explain",ኣረድአ,(v) verb,verb,none
"age, grow old",ኣረገ,(v) verb,verb,none
"old, aged",ኣረጊት,(an) adjective noun,adjective,noun-derived
"prove, ensure, assert,confirm",ኣረጋገጸ,(v) verb,verb,none
orange,ኣራንሺ,(n) noun,noun,none
"cupboard,poster",ኣርማድዮ ክሽነ,(n) noun,noun,none
"multiply, favour,",ኣርሰሐ,(v) verb,verb,none
artery,ኣርተሪ,(n) noun,noun,none
"display, demonstrate,",ኣርኣየ,(v) verb,verb,none
"title, topic",ኣርእስቲ,(n) noun,noun,none
"appease, calm, soothe",ኣርከአ,(v) verb,verb,none
"strap, brace, tie, arrest,fasten",ኣሰረ,(v) verb,verb,none
decoration,ኣሰራርዓ,(n) noun,noun,none
"trace, track",ኣሰር,(n) noun,noun,none
"trace, draw",ኣሰር ኣውጸአ,(v) verb,verb,none
lend,ኣሰቅሐ,(v) verb,verb,none
"dismiss, discharge",ኣሰናበተ,(v) verb,verb,none
scare,ኣሰንበደ,(v) verb,verb,none
"amuse, entertain",ኣስሓቐ,(v) verb,verb,none
unite or combine,ኣስመረ,(v) verb,verb,none
"employ, use, spend",ኣስረሐ,(v) verb,verb,none
"boss, head,proprietor, protector",ኣስራሒ,(nm) noun masculine,noun,masculine
"boss, head,",ኣስራሒት,(nf) noun feminine,noun,feminine
skeleton,ኣስሬን,(n) noun,noun,none
birth,ኣስተንፈሰ,(v) verb,verb,none
"genius, intelligent",ኣስተውዓሊ,(an) adjective noun,adjective,noun-derived
attention,ኣስተውዕል,(n) noun,noun,none
come back,ኣስታረረ,(v) verb,verb,none
"provoke, follow",ኣስዓበ,(v) verb,verb,none
"thorny, prickly",ኣሻኹ,(a) adjective,adjective,none
grocery,ኣሽባሸ,(n) noun,noun,none
"situation, location,position",ኣቀማምጣ,(n) noun,noun,none
"reception, welcome",ኣቀባብላ,(n) noun,noun,none
"cup, section",ኣቃድዳ,(n) noun,noun,none
direction,ኣቅጣጫ,(n) noun,noun,none
"stop, end, interrupt,break",ኣቋረጸ,(v) verb,verb,none
"cup, section",ኣቋራርጻ,(n) noun,noun,none
humiliate,ኣቋናጸበ,(v) verb,verb,none
"set, place, put, lay",ኣቐመጠ,(v) verb,verb,none
hand,ኣቐበለ,(v) verb,verb,none
"hand off, go, pass by",ኣቐበለ,(v) verb,verb,none
"early, in",ኣቐዲምካ ዝግበር,(a) adjective,adjective,none
"luggage, baggage",ኣቑሑ ጉዕዞ,(n) noun,noun,none
"injure, wound, hurt,offend",ኣቑሰለ,(v) verb,verb,none
"thing, matter,merchandise, goods, article, item",ኣቕሓ,(n) noun,noun,none
"offer, display",ኣቕረበ,(v) verb,verb,none
"set up again, set right",ኣቕነዐ,(v) verb,verb,none
"appoint, set up",ኣቖመ,(v) verb,verb,none
stop,ኣቘመ,(v) verb,verb,none
contribute,ኣበርከተ,(v) verb,verb,none
"bishop, cardinal",ኣቡን,(n) noun,noun,none
"abbot, priest",ኣባ,(n) noun,noun,none
grandfather,ኣባ ሕጎ,(n) noun,noun,none
"godfather, godmother",ኣባሊገ,(n) noun,noun,none
"spoil, damage, ruin",ኣባላሸወ,(v) verb,verb,none
"drafting,editing",ኣባላት ቤት ማሕተም,(n) noun,noun,none
"member, limb",ኣባል,(n) noun,noun,none
waste,ኣባኸነ,(v) verb,verb,none
"above, on top",ኣብ ልዕሊ,(adv) adverb,adverb,none
"formerly,",ኣብ ሕሉፍ እዋናት,(adv) adverb,adverb,none
"finally, at last",ኣብ መዳእታ,(adv) adverb,adverb,none
"below,underneath",ኣብ ትሕቲ,(adv) adverb,adverb,none
"walk, go,step",ኣብ ኣገልግሎት ወዓለ,(v) verb,verb,none
"execute,perform, carry out",ኣብ ግብሪ ኣውዓለ,(v) verb,verb,none
"light, illuminate",ኣብረሀ,(v) verb,verb,none
contribute,ኣብርከተ,(v) verb,verb,none
cook,ኣብሰለ,(v) verb,verb,none
"paternal, fatherly",ኣብታዊ,(a) adjective,adjective,none
there,ኣብኡ,(adv) adverb,adverb,none
knead,ኣብዓጠ,(v) verb,verb,none
"dressing, bandage",ኣተሓኻኸማ,(n) noun,noun,none
"encourage, cheer up",ኣተባብዐ,(v) verb,verb,none
reassure,ኣተኣማመነ,(v) verb,verb,none
"correct, put right",ኣተኻኸለ,(v) verb,verb,none
"come in, enter",ኣተወ,(v) verb,verb,none
"lower, reduce",ኣትሓተ,(v) verb,verb,none
"put out of shape,deform",ኣትሞመ,(v) verb,verb,none
set up,ኣትከለ,(v) verb,verb,none
"plant, vegetable",ኣትክልታዊ,(n) noun,noun,none
steel,ኣቻዮ,(n) noun,noun,none
"me, I",ኣነ,(prn) pronoun,pronoun,none
compare,ኣነጻጸረ,(v) verb,verb,none
"humiliate, humble",ኣናሸወ,(v) verb,verb,none
seek,ኣናደየ,(v) verb,verb,none
"air, give an airing",ኣናፈሰ,(v) verb,verb,none
"withdraw, draw, step back",ኣንሰሓበ,(v) verb,verb,none
float,ኣንሳፈፈ,(v) verb,verb,none
"skate, slip, slide",ኣንሻተተ,(v) verb,verb,none
move,ኣንቀሳቀሰ,(v) verb,verb,none
"shiver, tremble,",ኣንቀጥቀጠ,(v) verb,verb,none
"dry, wipe",ኣንቀጸ,(v) verb,verb,none
move,ኣንቅሳቐሰ,(v) verb,verb,none
eggs,ኣንቋቝሖ,(n) noun,noun,none
wave,ኣንበልበለ,(v) verb,verb,none
"place, put, set, seat",ኣንበረ,(v) verb,verb,none
lioness,ኣንበሲት,(nf) noun feminine,noun,feminine
lion,ኣንበሳ,(nm) noun masculine,noun,masculine
read,ኣንበበ,(v) verb,verb,none
purify,ኣንአሀ,(v) verb,verb,none
"lengthen, extend",ኣንወሐ,(v) verb,verb,none
burn,ኣንደደ,(v) verb,verb,none
corner,ኣንጎሎ,(n) noun,noun,none
"hang on, hang up",ኣንጠልጠለ,(v) verb,verb,none
smith,ኣንጠረኛ,(n) noun,noun,none
"applaud, clap",ኣንጨብጨበ,(v) verb,verb,none
"rat, mouse",ኣንጭዋ,(n) noun,noun,none
"shine, glisten,",ኣንጸባረቐ,(v) verb,verb,none
"opposite, contrary",ኣንጻር,(n) noun,noun,none
"direction, sense",ኣንፈት,(n) noun,noun,none
"conduct,",ኣንፈት ስራሕ,(n) noun,noun,none
"persuade, convince,",ኣእመነ,(v) verb,verb,none
intellectual,ኣእምሮኣዊ,(a) adjective,adjective,none
use up,ኣእረገ,(v) verb,verb,none
"combine, gather, collect",ኣከበ,(v) verb,verb,none
"district, surroundings",ኣከባቢ,(n) noun,noun,none
body,ኣካላት,(n) noun,noun,none
body,ኣካል,(n) noun,noun,none
last,ኣካየደ,(v) verb,verb,none
share,ኣካፈለ,(v) verb,verb,none
ruminate,ኣኮማሰዐ,(v) verb,verb,none
"be enough, be sufficient,",ኣኸለ,(v) verb,verb,none
surround,ኣኸበበ,(v) verb,verb,none
abounding,ኣኺሉ ዝተርፍ,(a) adjective,adjective,none
thresher,ኣኻዲት መኪና,(n) noun,noun,none
"seat, sitting, conference,",ኣኼባ,(n) noun,noun,none
"crown, wreath",ኣኽሊል,(n) noun,noun,none
"honour, respect",ኣኽበረ,(v) verb,verb,none
"round, surround,",ኣኽበበ,(v) verb,verb,none
Prosecutor,ኣኽባር ሕጊ,(n) noun,noun,none
"declare, proclaim,",ኣወጀ,(v) verb,verb,none
"declaration, statement",ኣዋጅ,(n) noun,noun,none
"agreement,",ኣውታረ ድምጺ,(n) noun,noun,none
bus,ኣውቶቡስ,(n) noun,noun,none
"heat, warm, heat",ኣውዓየ,(v) verb,verb,none
"extract, pull",ኣውጸአ,(v) verb,verb,none
cost,ኣውጸአ ዋጋ,(v) verb,verb,none
issue,ኣውጽአ,(v) verb,verb,none
"mend, repair, fix,",ኣዐረየ,(v) verb,verb,none
"gossip, chatter, talk",ኣዕለለ,(v) verb,verb,none
"rest, retire",ኣዕረፈ,(v) verb,verb,none
"make bigger, increase,",ኣዕበየ,(v) verb,verb,none
"wreck, destroy",ኣዕነወ,(v) verb,verb,none
poultry,ኣዕዋፍ ዘቤት,(n) noun,noun,none
"murmur, whisper,",ኣዕዘምዘመ,(v) verb,verb,none
"amuse, entertain,",ኣዘናገዐ,(v) verb,verb,none
tell,ኣዘንተወ,(v) verb,verb,none
"organize, arrange, put in",ኣዘዘ,(v) verb,verb,none
"favour, promote",ኣዛዘወ,(v) verb,verb,none
ear,ኣዝኒ,(n) noun,noun,none
air,ኣየር,(n) noun,noun,none
springtime,ኣያት,(n) noun,noun,none
torrent,ኣይሂ,(n) noun,noun,none
airplane,ኣይሮኘላን,(n) noun,noun,none
grandmother,ኣደ ዓባይ,(n) noun,noun,none
"place, position, space",ኣደባባይ,(n) noun,noun,none
conduct,ኣደብ,(n) noun,noun,none
"maternal, mother",ኣደታዊ,(a) adjective,adjective,none
"impress, amaze",ኣደነቐ,(v) verb,verb,none
"amazed, adorable",ኣደናቒ,(a) adjective,adjective,none
(af) adorable,ኣደናቒት,(uncategorized) Uncategorized,uncategorized,none
"confuse, mix up",ኣደናገረ,(v) verb,verb,none
"delay, defer",ኣደንጎየ,(v) verb,verb,none
encourage,ኣደፋፈረ,(v) verb,verb,none
"arrange, organize,",ኣዳለወ,(v) verb,verb,none
"castle, palace, gallery,",ኣዳራሽ,(n) noun,noun,none
graft,ኣዳቐለ,(v) verb,verb,none
attentive,ኣድሃቢ,(a) adjective,adjective,none
attention,ኣድህብ,(n) noun,noun,none
"necessity,",ኣድላይነት,(n) noun,noun,none
"save, rescue",ኣድሓነ,(v) verb,verb,none
"emboss, batter",ኣድመቐ,(v) verb,verb,none
"listen to, vote, vote",ኣድመጸ,(v) verb,verb,none
universal,ኣድማሳዊ,(a) adjective,adjective,none
"address, skill, dexterity",ኣድራሻ,(n) noun,noun,none
"weaken, tire, exhaust",ኣድከመ,(v) verb,verb,none
similar to cottage,ኣጁቦ,(n) noun,noun,none
rye,ኣጃ,(n) noun,noun,none
"use, serve, function,",ኣገልገለ,(v) verb,verb,none
"servant, serf",ኣገልጋሊ,(nm) noun masculine,noun,masculine
servant,ኣገልጋሊት,(nf) noun feminine,noun,feminine
"surprise, astonish",ኣገረሀ,(v) verb,verb,none
"astonish, amaze",ኣገረመ,(v) verb,verb,none
"amazed, appalling",ኣገራሚ,(a) adjective,adjective,none
"style, manner",ኣገባብ,(n) noun,noun,none
"accent, stress,",ኣገባብ ኣዘራርባ,(n) noun,noun,none
"prohibit, forbid",ኣገደ,(v) verb,verb,none
"concern, matter",ኣገደሰ,(v) verb,verb,none
"important,",ኣገዳሲ,(a) adjective,adjective,none
take away,ኣጉደለ,(v) verb,verb,none
"opportunity, occasion",ኣጋጣሚ,(n) noun,noun,none
"show, manifest,",ኣግሃደ,(v) verb,verb,none
cause,ኣግበረ,(v) verb,verb,none
"evacuate, transport",ኣግዓዘ,(v) verb,verb,none
niece,ኣጎስማ,(n) noun,noun,none
chase,ኣጓየየ,(v) verb,verb,none
reduce,ኣጕደለ,(v) verb,verb,none
combine,ኣጣመረ,(v) verb,verb,none
applauder,ኣጣቓዒት,(f) feminine,uncategorized,feminine
applauder,ኣጣቓዓይ,(m) masculine,uncategorized,masculine
stick,ኣጣበቐ,(v) verb,verb,none
"wet, soak, water",ኣጥለለ,(v) verb,verb,none
"inundate, flood,",ኣጥለቕለቐ,(v) verb,verb,none
"own, possess",ኣጥረየ,(v) verb,verb,none
fasten,ኣጥበቐ,(v) verb,verb,none
"put out, suppress,",ኣጥፈአ,(v) verb,verb,none
lose,ኣጥፍአ,(v) verb,verb,none
"acclaim, hail,",ኣጨብጨበ,(v) verb,verb,none
"hard, difficult",ኣጨናቒ,(a) adjective,adjective,none
"verify, confirm",ኣጸረየ,(v) verb,verb,none
"comfort, fortify",ኣጸናንዐ,(v) verb,verb,none
orchard,ኣጸደ ፍረታት,(n) noun,noun,none
toe,ኣጻብዕ እግሪ,(n) noun,noun,none
"clean, clear, clear away",ኣጽረየ,(v) verb,verb,none
"study, investigate",ኣጽንዐ,(v) verb,verb,none
munitions,ኣጽዋር,(n) noun,noun,none
"approve of, consent to,",ኣጽደቐ,(v) verb,verb,none
"flatten, crush, level,",ኣጽፈሐ,(v) verb,verb,none
relieve,ኣፋኾሰ,(v) verb,verb,none
viper,ኣፍ ዑት,(n) noun,noun,none
"inform, advise,",ኣፍለጠ,(v) verb,verb,none
"chest, breast",ኣፍልቢ,(n) noun,noun,none
"scare, terrify",ኣፍረሐ,(v) verb,verb,none
"frightening, appalling",ኣፍራሒ,(a) adjective,adjective,none
pick-axe,ኣፍራዛ,(n) noun,noun,none
"permit, allow, make",ኣፍቀደ,(v) verb,verb,none
"muzzle,",ኣፍን ኣፍንጫን እንስሳ,(n) noun,noun,none
"nose, snout",ኣፍንጫ,(n) noun,noun,none
"stitch, link",እላም,(n) noun,noun,none
"fair, sincere, faithful,",እሙን,(a) adjective,adjective,none
refusal,እምቢታ,(n) noun,noun,none
mountain,እምባ,(n) noun,noun,none
"bleat, (from a sheep)",እምቤዕ በለ,(v) verb,verb,none
marble,እምነ በረድ,(n) noun,noun,none
"worship, religion,",እምነት,(n) noun,noun,none
wine-harvest,እርያ ወይኒ,(n) noun,noun,none
"picking,gathering",እርያ ፍረታት,(n) noun,noun,none
"old age, old people",እርጋን,(n) noun,noun,none
shelves,እስካፋለ,(n) noun,noun,none
"thorn, prickle",እሾኽ,(n) noun,noun,none
branch,እሾኽ ገረብ,(n) noun,noun,none
dictation,እተባህለ,(n) noun,noun,none
"receipts, income,",እቶት,(n) noun,noun,none
"oven, chimney",እቶን,(n) noun,noun,none
"animal, beast",እንስሳ,(n) noun,noun,none
"domestic, menial",እንስሳ ዘቤት,(a) adjective,adjective,none
"alone, only",እንኮ,(a) adjective,adjective,none
"recover, regain",እንደና ረኸበ,(v) verb,verb,none
"return, come back",እንደገና መጸ,(v) verb,verb,none
"get up, rise",እንደገና ተንሰአ,(v) verb,verb,none
"read again, read over",እንደገና ኣንበበ,(v) verb,verb,none
come down,እንደገና ወረደ,(v) verb,verb,none
reclimb,እንደገና ደየበ,(v) verb,verb,none
butcher's shop,እንዳ ስጋ ሓሰማ,(n) noun,noun,none
"church tower,steeple",እንዳ ደወል,(n) noun,noun,none
"pastry, pastry hop",እንዳ ዶልሺ,(n) noun,noun,none
"portfolio, wallet",እንዳ ገንዘብ,(n) noun,noun,none
"dairy, creamery",እንዳ ጸባ,(n) noun,noun,none
"nasty, mean, bad",እከይ,(a) adjective,adjective,none
collection of,እኩብ መጻሕፍቲ,(n) noun,noun,none
"fund, money",እኩብ ገንዘብ,(n) noun,noun,none
"nastiness, meanness,",እኩይነት,(n) noun,noun,none
collection,እካበ,(n) noun,noun,none
"(a adv) sufficient, enough",እኹል,(uncategorized) Uncategorized,uncategorized,none
abundance,እኹል ተረፍ,(n) noun,noun,none
"cereal, grain",እኽሊ,(n) noun,noun,none
"harvest, reap",እኽሊ ኣኸበ,(v) verb,verb,none
actuality,እዋናዊ,(n) noun,noun,none
"period, epoch, period of",እዋን,(n) noun,noun,none
(prn n) order,እዚ,(uncategorized) Uncategorized,uncategorized,none
those,እዚኣቶም,(prn) pronoun,pronoun,none
"part, role",እጃም,(n) noun,noun,none
handle,እጅገ,(n) noun,noun,none
"splendid, magnificent",እጹብ,(a) adjective,adjective,none
"forest, tree",ኦም,(n) noun,noun,none
"hello, good morning",ከመይ ሓዲርኩም,(n) noun,noun,none
good evening,ከመይ ኣምሲኩም,(n) noun,noun,none
"hello, good morning",ከመይ ዊዕልኩም,(n) noun,noun,none
"(adv a) like, similar",ከም,(uncategorized) Uncategorized,uncategorized,none
"equally, as well,too",ከምኡውን,(adv) adverb,adverb,none
bag,ከረጺት,(n) noun,noun,none
"miserable, wretched,destitute",ከርፋሕ,(a) adjective,adjective,none
"pursue, accuse",ከሰሰ,(v) verb,verb,none
accuser,ከሰስቲ,(np) noun plural,noun,plural
accuser,ከሳሲ,(nm) noun masculine,noun,masculine
accuser,ከሳሲት,(nf) noun feminine,noun,feminine
stomach,ከስዐ,(n) noun,noun,none
cook,ከሻኒ,(nm) noun masculine,noun,masculine
cook,ከሻኒት,(nf) noun feminine,noun,feminine
cupboard,ከብሒ,(n) noun,noun,none
run around,ከብከብ በለ,(v) verb,verb,none
"belly, stomach, liver,",ከብዲ,(n) noun,noun,none
sole,ከብዲ ሳእኒ,(n) noun,noun,none
Protestantism,ከኒሻነት,(n) noun,noun,none
"walk, leave, go, travel",ከደ,(v) verb,verb,none
servant,ከዳሚ,(nm) noun masculine,noun,masculine
servant,ከዳሚት,(nf) noun feminine,noun,feminine
"deceive, betray",ከድዐ,(v) verb,verb,none
pay,ከፈአ,(v) verb,verb,none
part of a house,ከፍሊ ገዛ,(n) noun,noun,none
"all, any",ኩሉ,(adv) adverb,adverb,none
kidney,ኩሊት,(n) noun,noun,none
"clutter, heap, pile",ኩምራ,(an) adjective noun,adjective,noun-derived
"trust, proud",ኩሩዕ,(a) adjective,adjective,none
anger,ኩራ,(n) noun,noun,none
"corner, angle",ኩርናዕ,(n) noun,noun,none
ankle,ኩርናዕ እግሪ,(n) noun,noun,none
(af) angry,ኩርፍፍቲ,(uncategorized) Uncategorized,uncategorized,none
thimble,ኩስቱባን,(n) noun,noun,none
cube,ኩቦ,(n) noun,noun,none
"condition, situation",ኩነታት,(n) noun,noun,none
mood,ኩነት ኣእምር,(n) noun,noun,none
war,ኩናት,(n) noun,noun,none
"soccer, football",ኩእሶ እግሪ,(n) noun,noun,none
math,ኩጽሪ,(n) noun,noun,none
pay off,ኪኸፍል,(v) verb,verb,none
alliance,ኪዳን,(n) noun,noun,none
ecclesiastical,ካህን,(an) adjective noun,adjective,noun-derived
bottom,ካልሲ ነዊሕ,(n) noun,noun,none
worn,ካልኣይ ኢድ,(a) adjective,adjective,none
"high school,",ካልኣይ ደረጃ,(n) noun,noun,none
"shirt, blouse",ካሚሻ,(n) noun,noun,none
"card, map",ካርታ,(n) noun,noun,none
concrete,ካሻስትሩስ,(n) noun,noun,none
ring,ካቲም,(n) noun,noun,none
cabbage,ካዉሎ ካፑቺ,(n) noun,noun,none
"cabbage, green",ካውሎ,(n) noun,noun,none
cauliflower,ካውሎ ፊየሪ,(n) noun,noun,none
cauliflower,ካውሎ ፍዮሪ,(n) noun,noun,none
shower,ካፋ,(n) noun,noun,none
climate,ክሊማ,(n) noun,noun,none
"accusation, prosecution",ክሲ,(n) noun,noun,none
"(adv prep) as far as, up to,",ክሳብ,(uncategorized) Uncategorized,uncategorized,none
"so, so much",ክሳብ ክንድቲ,(adv) adverb,adverb,none
"as much, many",ክሳብ ክንድኡ,(adv) adverb,adverb,none
collar,ክሳድ ጎቦ,(n) noun,noun,none
"loss, ruin",ክስራን,(n) noun,noun,none
"cooking, kitchen",ክሽነ,(n) noun,noun,none
"honourable, precious,",ክቡር,(a) adjective,adjective,none
"circle, round",ክቢ,(n) noun,noun,none
"put up, erect, pitch",ክብ ኣበለ,(v) verb,verb,none
"be worth, cost",ክብሪ ዘለዎ,(v) verb,verb,none
town hall,ክንተባ,(n) noun,noun,none
"(adv) how much,",ክንደይ,(n) noun,noun,none
fin,ክንፊ ዓሳ,(n) noun,noun,none
able,ክእለታዊ,(a) adjective,adjective,none
"talent, skill, ability",ክእለት,(n) noun,noun,none
"clothes, suit, garment",ክዳን,(n) noun,noun,none
opening,ክፋት,(n) noun,noun,none
"cabin, section, room,",ክፍሊ,(n) noun,noun,none
operating,ክፍሊ መጥባሕቲ,(n) noun,noun,none
phone booth,ክፍሊ ተለፎን,(n) noun,noun,none
"security, safety",ክፍሊ ገበን,(n) noun,noun,none
committee,ኮሚተ,(n) noun,noun,none
tomato,ኮሚደሮ,(n) noun,noun,none
commanding officer,ኮማንደር,(n) noun,noun,none
get annoyed,ኮረየ,(v) verb,verb,none
"corridor, passage",ኮረደዮ,(n) noun,noun,none
"whip, flog",ኮርመጀ,(v) verb,verb,none
"hobo, bum, homeless,",ኮብላሊ,(n) noun,noun,none
"cover, blanket",ኮቦርታ,(n) noun,noun,none
battery,ኮቦሮ ኦርከስትራ,(n) noun,noun,none
"turn up, produce, happen,",ኮነ,(v) verb,verb,none
"sentence, give up,",ኮነነ,(v) verb,verb,none
"become, happen, occur",ኰነ,(v) verb,verb,none
dig,ኰዓተ,(v) verb,verb,none
"neck, collar",ኳሌታ,(n) noun,noun,none
crow,ኳኽ,(n) noun,noun,none
"hollow out, dig",ኳዓተ,(v) verb,verb,none
grave-digger,ኳዓታይ,(n) noun,noun,none
angry,ኾራዪ,(a) adjective,adjective,none
(af) angry,ኾራይት,(uncategorized) Uncategorized,uncategorized,none
(am) angry,ኾርፋፍ,(uncategorized) Uncategorized,uncategorized,none
"light up, switch on",ወለዐ,(v) verb,verb,none
"parent, relative",ወለዲ,(n) noun,noun,none
"polish, wax, rub",ወልወለ,(v) verb,verb,none
"run, flow",ወሓዘ,(v) verb,verb,none
"swallow, devour",ወሓጠ,(v) verb,verb,none
"news, information,",ወረ,(n) noun,noun,none
"invade, overcome,",ወረረ,(v) verb,verb,none
compose,ወረበ,(v) verb,verb,none
descend,ወረደ,(v) verb,verb,none
polite,ወረጃ,(a) adjective,adjective,none
"decide, limit, fix",ወሰነ,(v) verb,verb,none
"border, edging",ወሰን,(n) noun,noun,none
"coast, chop",ወሰን ባሕሪ,(n) noun,noun,none
"infinite,",ወሰን ዘአይብሉ,(an) adjective noun,adjective,noun-derived
define,ወሰአነ,(v) verb,verb,none
"increase, rise, add",ወሰኸ,(v) verb,verb,none
"take away, take",ወሰደ,(v) verb,verb,none
gesture,ወስታ,(n) noun,noun,none
channel,ወሽመጥ,(n) noun,noun,none
"reproach, accuse",ወቐሰ,(v) verb,verb,none
reproach,ወቕሳ,(n) noun,noun,none
"hit, strike",ወቕዐ,(v) verb,verb,none
"soldier, police",ወተሃደር,(n) noun,noun,none
"to have, possess",ወነነ,(v) verb,verb,none
"owner, landlord",ወናኒ,(n) noun,noun,none
advocate,ወከል,(n) noun,noun,none
advocator,ወከልቲ,(npl) noun plural,noun,plural
accusation,ወከሰ,(n) noun,noun,none
accuser,ወከስቲ,(np) noun plural,noun,plural
"deputy, Member",ወኪል ህዝቢ,(n) noun,noun,none
advocator,ወካሊ,(nm) noun masculine,noun,masculine
advocator,ወካሊት,(nf) noun feminine,noun,feminine
accuser,ወካሲ,(nm) noun masculine,noun,masculine
accuser,ወካሲት,(nf) noun feminine,noun,feminine
"appearance, look",ወዝ,(n) noun,noun,none
bring in the grape,ወይኒ ኣረየ,(v) verb,verb,none
madam,ወይዘሮ,(n) noun,noun,none
"drop, fall",ወደቐ,(v) verb,verb,none
"boy, son",ወዲ,(n) noun,noun,none
cousin (mother's,ወዲ ሓትኖ,(n) noun,noun,none
cousin (father's,ወዲ ሓወቦ,(n) noun,noun,none
"humane, human",ወዲ ሰብ,(a) adjective,adjective,none
cousin (father's,ወዲ ኣሞ,(n) noun,noun,none
cousin (mother's,ወዲ ኣኮ,(n) noun,noun,none
grandson,ወዲ ወዲ,(n) noun,noun,none
compatriot,ወዲ ዓዲ,(n) noun,noun,none
country,ወዲ ገጠር,(a) adjective,adjective,none
grandson,ወዲ ጓል,(n) noun,noun,none
failed,ወዲቐ,(a) adjective,adjective,none
conclude,ወድአ,(v) verb,verb,none
flank,ወገን,(n) noun,noun,none
"sentence, condemn",ወገዘ,(v) verb,verb,none
"ban, forbid, abolish, get",ወገደ,(v) verb,verb,none
"sting, prick",ወግአ,(v) verb,verb,none
surgeon,ወጔሳ,(n) noun,noun,none
"draw, pull",ወጠጠ,(v) verb,verb,none
goat,ወጠጦ,(n) noun,noun,none
"come/go out, leave",ወጸ,(v) verb,verb,none
(adv n) outside,ወጻኢ,(uncategorized) Uncategorized,uncategorized,none
"strange, foreign,",ወጻእተኛ,(an) adjective noun,adjective,noun-derived
"offer, dedicate",ወፈየ,(v) verb,verb,none
willow,ዊሎው,(n) noun,noun,none
chair,ዋላ ስብከት,(n) noun,noun,none
owner,ዋና ገዛ,(n) noun,noun,none
secretary,ዋና ጸሓፊ,(n) noun,noun,none
"ownership, property",ዋንነት,(n) noun,noun,none
"heat, warmth",ዋዒ,(n) noun,noun,none
conference,ዋዕላ,(n) noun,noun,none
"cost, value, worth, price",ዋጋ,(n) noun,noun,none
win,ዋጋ ጻዕሩ ረኸበ,(v) verb,verb,none
"guarantee, security",ውሕስነት,(n) noun,noun,none
a little,ውሕድ,(adv) adverb,adverb,none
"decision, determination,",ውሳኔ,(n) noun,noun,none
crumb,ውሽጢ ባኒ,(n) noun,noun,none
inferior,ውሽጣዊ,(adv) adverb,adverb,none
"treaty, agreement,",ውዕል,(n) noun,noun,none
enthusiasm,ውዕውዕ ስምዒት,(n) noun,noun,none
exhausted,ውዲእ,(a) adjective,adjective,none
"war, battle, fight",ውግእ,(n) noun,noun,none
"effect, result,",ውጽኢት,(n) noun,noun,none
"corn, maize",ዑፉን,(n) noun,noun,none
bird,ዑፍ,(n) noun,noun,none
haddock,ዒሉ,(n) noun,noun,none
"artificial lake, water well",ዒላ,(n) noun,noun,none
kitten,ዒዋል,(n) noun,noun,none
"bring, put up",ዓለመ,(v) verb,verb,none
"land, arrive",ዓለበ,(v) verb,verb,none
"material, fabric, linen",ዓለባ,(n) noun,noun,none
"nice, friendly",ዓላ,(a) adjective,adjective,none
"sympathy, liveliness",ዓላነት,(n) noun,noun,none
"race, descent",ዓሌት,(n) noun,noun,none
"annual, yearly",ዓመታዊ,(a) adjective,adjective,none
customers,ዓማዊል,(n) noun,noun,none
"open up, flower,",ዓምበበ,(v) verb,verb,none
lead,ዓረር,(n) noun,noun,none
land,ዓረፈ,(v) verb,verb,none
eleventh,ዓሰርተ ሓደ ክፍሊ,(n) noun,noun,none
twelfth,ዓሰርተ ክልተ ክፍሊ,(n) noun,noun,none
stale,ዓሳው,(a) adjective,adjective,none
"keep, maintain, uphold,",ዓቀበ,(v) verb,verb,none
"take in, shelter",ዓቐበ,(v) verb,verb,none
slope,ዓቐብ,(n) noun,noun,none
"size, measurement,",ዓቐን,(n) noun,noun,none
"develop, grow",ዓበየ,(v) verb,verb,none
clock,ዓባይ ሰዓት,(n) noun,noun,none
big toe/finger,ዓባይ ዓባይቶ,(n) noun,noun,none
dominate,ዓብለለ,(v) verb,verb,none
"great, old, large",ዓብዪ,(a) adjective,adjective,none
"great, old, large",ዓብይ,(a) adjective,adjective,none
chickpea,ዓተር,(n) noun,noun,none
be in the way,ዓንቀጸ,(v) verb,verb,none
"paragraph, article",ዓንቀጽ,(n) noun,noun,none
prevent,ዓንቀፈ,(v) verb,verb,none
frolic,ዓንደረ,(v) verb,verb,none
"farmer, peasant",ዓኳይ,(n) noun,noun,none
"success, triumph, win,",ዓወት,(n) noun,noun,none
"calendar,",ዓውደ ኣዋርሕ,(n) noun,noun,none
goose,ዓዓ,(n) noun,noun,none
employ,ዓያዪ ኣሕደረ,(v) verb,verb,none
"blind, dazzle",ዓይነ ስዉር,(a) adjective,adjective,none
"quality, sort, kind",ዓይነት,(n) noun,noun,none
"pea,peas",ዓይኒ ዓተር,(n) noun,noun,none
"distribute, deliver",ዓደለ,(v) verb,verb,none
country,ዓዲ,(n) noun,noun,none
"buyer, purchaser",ዓዳጊ,(n) noun,noun,none
